net,sta,seedchan,location,lat,lon,elev,samplerate,staname
"NP","7045","HNE","","46.68539","-123.7336","4",,"Fire Station, Raymond, WA"
"NP","7045","HNN","","46.68539","-123.7336","4",,"Fire Station, Raymond, WA"
"NP","7045","HNZ","","46.68539","-123.7336","4",,"Fire Station, Raymond, WA"
"NP","7046","HNE","","47.12012","-122.56534","98",,"EMD, Camp Murray, WA"
"NP","7046","HNN","","47.12012","-122.56534","98",,"EMD, Camp Murray, WA"
"NP","7046","HNZ","","47.12012","-122.56534","98",,"EMD, Camp Murray, WA"
"NP","7035","HNZ","","46.97159","-123.82637","6",,"Fire Station, Aberdeen, WA"
"NP","7054","HNE","","47.03872","-122.89893","19",,"Centennial Park, Olympia, WA"
"NP","7054","HNN","","47.03872","-122.89893","19",,"Centennial Park, Olympia, WA"
"NP","7054","HNZ","","47.03872","-122.89893","19",,"Centennial Park, Olympia, WA"
"NP","7035","HNE","","46.97159","-123.82637","6",,"Fire Station, Aberdeen, WA"
"NP","7035","HNN","","46.97159","-123.82637","6",,"Fire Station, Aberdeen, WA"
"NV","NC89","HHN","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","HHZ","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NC","KBS","EHZ","02","39.917187","-123.595612","1120",,"Bell Springs #1"
"NV","NC89","HNE","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","HNN","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","HNZ","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","MHE","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","MHN","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","MHZ","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","MNN","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"NV","NC89","MNZ","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
"HW","SNI","EHZ","","46.46386","-119.66089","323",,"Snively, Hanford, WA, USA (old PNNL station)"
"UW","OD2","EHZ","","47.38754","-118.71077","553",,"Odessa site 2"
"NC","KEB","HNE","","42.872211","-124.334251","818",,"Edson Butte Ore."
"NC","KEB","HNN","","42.872211","-124.334251","818",,"Edson Butte Ore."
"NC","KEB","HNZ","","42.872211","-124.334251","818",,"Edson Butte Ore."
"NC","KEB","HHE","","42.872211","-124.334251","818",,"Edson Butte Ore."
"NC","KEB","HHN","","42.872211","-124.334251","818",,"Edson Butte Ore."
"NC","KEB","HHZ","","42.872211","-124.334251","818",,"Edson Butte Ore."
"UW","VFP","EHZ","","45.3179","-121.46627","1716",,"Flag Point, Oregon"
"UO","BEER","ENZ","","44.10774","-123.84725","117",,"Swisshome, OR, USA"
"UO","BEER","HHE","","44.10774","-123.84725","117",,"Swisshome, OR, USA"
"UO","BEER","HHN","","44.10774","-123.84725","117",,"Swisshome, OR, USA"
"UO","BEER","HHZ","","44.10774","-123.84725","117",,"Swisshome, OR, USA"
"UO","BEER","ENE","","44.10774","-123.84725","117",,"Swisshome, OR, USA"
"UO","BEER","ENN","","44.10774","-123.84725","117",,"Swisshome, OR, USA"
"UO","CAVE","ENE","","42.12087","-123.57071","440",,"Cave Junction, OR, USA"
"UO","CAVE","ENN","","42.12087","-123.57071","440",,"Cave Junction, OR, USA"
"UO","CAVE","ENZ","","42.12087","-123.57071","440",,"Cave Junction, OR, USA"
"UO","CAVE","HHE","","42.12087","-123.57071","440",,"Cave Junction, OR, USA"
"UO","CAVE","HHN","","42.12087","-123.57071","440",,"Cave Junction, OR, USA"
"UO","CAVE","HHZ","","42.12087","-123.57071","440",,"Cave Junction, OR, USA"
"UO","CHIL","ENE","","42.62456","-121.75364","1315",,"Chiloquin, OR, USA"
"UO","CHIL","ENN","","42.62456","-121.75364","1315",,"Chiloquin, OR, USA"
"UO","CHIL","ENZ","","42.62456","-121.75364","1315",,"Chiloquin, OR, USA"
"UO","CHIL","HHE","","42.62456","-121.75364","1315",,"Chiloquin, OR, USA"
"UO","CHIL","HHN","","42.62456","-121.75364","1315",,"Chiloquin, OR, USA"
"UO","CHIL","HHZ","","42.62456","-121.75364","1315",,"Chiloquin, OR, USA"
"UO","JESE","ENE","","45.24221","-121.31667","592",,"Wamic, OR, USA"
"UO","JESE","ENN","","45.24221","-121.31667","592",,"Wamic, OR, USA"
"UO","JESE","ENZ","","45.24221","-121.31667","592",,"Wamic, OR, USA"
"UO","JESE","HHE","","45.24221","-121.31667","592",,"Wamic, OR, USA"
"UO","JESE","HHN","","45.24221","-121.31667","592",,"Wamic, OR, USA"
"UO","JESE","HHZ","","45.24221","-121.31667","592",,"Wamic, OR, USA"
"UO","NATH","ENE","","43.7941","-122.41135","729",,"Oakridge, OR, USA"
"UO","NATH","ENN","","43.7941","-122.41135","729",,"Oakridge, OR, USA"
"UO","NATH","ENZ","","43.7941","-122.41135","729",,"Oakridge, OR, USA"
"UO","NATH","HHE","","43.7941","-122.41135","729",,"Oakridge, OR, USA"
"UO","NATH","HHN","","43.7941","-122.41135","729",,"Oakridge, OR, USA"
"CN","PGC","BHE","","48.6498","-123.4521","12",,"Sidney, BC, CA"
"CN","PGC","BHN","","48.6498","-123.4521","12",,"Sidney, BC, CA"
"CN","PGC","BHZ","","48.6498","-123.4521","12",,"Sidney, BC, CA"
"UW","SEA","ENE","","47.65421","-122.30938","30",,"Seattle (Wood Anderson SMO)"
"UW","SEA","ENN","","47.65421","-122.30938","30",,"Seattle (Wood Anderson SMO)"
"UW","SEA","ENZ","","47.65421","-122.30938","30",,"Seattle (Wood Anderson SMO)"
"CN","PHC","HHE","","50.7067","-127.433","32",,"Port Hardy, BC, CA"
"CN","PHC","HHN","","50.7067","-127.433","32",,"Port Hardy, BC, CA"
"CN","PHC","HHZ","","50.7067","-127.433","32",,"Port Hardy, BC, CA"
"UO","NATH","HHZ","","43.7941","-122.41135","729",,"Oakridge, OR, USA"
"CN","PHC","HNE","","50.7067","-127.433","32",,"Port Hardy, BC, CA"
"CN","PHC","HNN","","50.7067","-127.433","32",,"Port Hardy, BC, CA"
"CN","PHC","HNZ","","50.7067","-127.433","32",,"Port Hardy, BC, CA"
"UW","VVHS","EHZ","","47.423355","-122.455276","98",,"Vashon HS ANSS-SMO"
"UW","VVHS","ENE","","47.423355","-122.455276","98",,"Vashon HS ANSS-SMO"
"UW","VVHS","ENN","","47.423355","-122.455276","98",,"Vashon HS ANSS-SMO"
"UW","VVHS","ENZ","","47.423355","-122.455276","98",,"Vashon HS ANSS-SMO"
"UW","MBPA","ENE","","47.89835","-121.89018","186",,"Monroe BPA, WA, USA"
"UW","MBPA","ENN","","47.89835","-121.89018","186",,"Monroe BPA, WA, USA"
"UW","MBPA","ENZ","","47.89835","-121.89018","186",,"Monroe BPA, WA, USA"
"MB","MCMT","EHZ","","44.82767","-112.8488","2323",,"McKenzie Canyon, Montana"
"MB","LCCM","EHZ","","45.838","-111.878","1669",,"Lewis and Clark Caverns, Montana"
"MB","CHMT","EHZ","","46.914333","-113.252","2077",,"Chamberlain Mountain, Montana"
"MB","BSMT","EHZ","","47.85133","-114.787","1950",,"Bassoo Peak, Montana"
"UW","CRF","EHZ","","46.82486","-119.38813","189",,"Corfu"
"UW","FORK","BHE","","47.9475","-124.5662","48",,"Quillayute Airport, Forks, WA"
"UW","FORK","BHN","","47.9475","-124.5662","48",,"Quillayute Airport, Forks, WA"
"UW","FORK","BHZ","","47.9475","-124.5662","48",,"Quillayute Airport, Forks, WA"
"UW","FORK","ENE","","47.9475","-124.5662","48",,"Quillayute Airport, Forks, WA"
"UW","FORK","ENN","","47.9475","-124.5662","48",,"Quillayute Airport, Forks, WA"
"UW","FORK","ENZ","","47.9475","-124.5662","48",,"Quillayute Airport, Forks, WA"
"UW","GBL","EHZ","","46.59819","-119.46097","330",,"Gable Mountain"
"UW","GHW","EHZ","","47.04149","-122.27373","268",,"Garrison Hill"
"UW","GHW","ENE","","47.04149","-122.27373","268",,"Garrison Hill"
"UW","GHW","ENN","","47.04149","-122.27373","268",,"Garrison Hill"
"UW","GHW","ENZ","","47.04149","-122.27373","268",,"Garrison Hill"
"UW","GHW","HNE","","47.04149","-122.27373","268",,"Garrison Hill"
"UW","GHW","HNN","","47.04149","-122.27373","268",,"Garrison Hill"
"UW","GHW","HNZ","","47.04149","-122.27373","268",,"Garrison Hill"
"UO","RAIN","ENZ","","46.0829","-123.0108","236",,"Rainier, OR, USA"
"UO","RAIN","ENE","","46.0829","-123.0108","236",,"Rainier, OR, USA"
"UO","RAIN","ENN","","46.0829","-123.0108","236",,"Rainier, OR, USA"
"UO","RAIN","HHE","","46.0829","-123.0108","236",,"Rainier, OR, USA"
"UO","RAIN","HHN","","46.0829","-123.0108","236",,"Rainier, OR, USA"
"UO","RAIN","HHZ","","46.0829","-123.0108","236",,"Rainier, OR, USA"
"UW","PCFR","EHZ","","46.990547","-122.442787","119",,"PC Firing Range ANSS-SMO"
"UW","PCFR","ENE","","46.990547","-122.442787","119",,"PC Firing Range ANSS-SMO"
"UW","PCFR","ENN","","46.990547","-122.442787","119",,"PC Firing Range ANSS-SMO"
"UW","PCFR","ENZ","","46.990547","-122.442787","119",,"PC Firing Range ANSS-SMO"
"NP","7044","HNN","","47.1362","-122.4822","0",,"WA:McChord AFB;FS"
"NP","7044","HNZ","","47.1362","-122.4822","0",,"WA:McChord AFB;FS"
"NP","7044","HNE","","47.1362","-122.4822","0",,"WA:McChord AFB;FS"
"UW","HOG","ENE","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"UW","HOG","ENN","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"UW","HOG","ENZ","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"UW","HOG","HNE","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"CN","BBB","BHE","","52.1847","-128.1133","0",,"Bella Bella, BC, Canada"
"CN","BBB","BHN","","52.1847","-128.1133","0",,"Bella Bella, BC, Canada"
"CN","BBB","BHZ","","52.1847","-128.1133","0",,"Bella Bella, BC, Canada"
"UW","SOUA","ENE","","42.18357","-122.69633","640",,"Southern Oregon Univ.,DOGAMI SMO"
"UW","SOUA","ENN","","42.18357","-122.69633","640",,"Southern Oregon Univ.,DOGAMI SMO"
"UW","SOUA","ENZ","","42.18357","-122.69633","640",,"Southern Oregon Univ.,DOGAMI SMO"
"UW","BVW","EHZ","","46.81083","-119.88349","670",,"Beverly"
"UW","REED","HNN","","43.70128","-124.10751","5",,"Reedsport, OR, USA"
"UW","REED","HNZ","","43.70128","-124.10751","5",,"Reedsport, OR, USA"
"UW","COLT","ENE","","45.17044","-122.438152","219",,"Colton HS, OR ANSS SMO"
"UW","COLT","ENN","","45.17044","-122.438152","219",,"Colton HS, OR ANSS SMO"
"UW","REED","HNE","","43.70128","-124.10751","5",,"Reedsport, OR, USA"
"UW","CDMR","ENE","","47.42226","-121.75779","479",,"Cedar Moraine SMO"
"UW","CDMR","ENN","","47.42226","-121.75779","479",,"Cedar Moraine SMO"
"UW","CDMR","ENZ","","47.42226","-121.75779","479",,"Cedar Moraine SMO"
"UW","CDF","EHZ","","46.11689","-122.04623","756",,"Cedar Flats previous ISC code: CDFW"
"UW","COLT","ENZ","","45.17044","-122.438152","219",,"Colton HS, OR ANSS SMO"
"UW","HOG","HNN","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"UW","HOG","HNZ","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"UW","HOG","EHZ","","42.243","-121.70627","1892",,"Hogback Mtn., Oregon"
"UO","DBO","BHE","","43.11872","-123.24442","957",,"Dodson Butte, OR (UO CREST BB SMO)"
"UO","DBO","BHN","","43.11872","-123.24442","957",,"Dodson Butte, OR (UO CREST BB SMO)"
"UO","DBO","BHZ","","43.11872","-123.24442","957",,"Dodson Butte, OR (UO CREST BB SMO)"
"UO","DBO","ENE","","43.11872","-123.24442","957",,"Dodson Butte, OR (UO CREST BB SMO)"
"UO","DBO","ENN","","43.11872","-123.24442","957",,"Dodson Butte, OR (UO CREST BB SMO)"
"UO","DBO","ENZ","","43.11872","-123.24442","957",,"Dodson Butte, OR (UO CREST BB SMO)"
"UW","OCP","ENE","","48.297874","-124.625161","487",,"Olympics - Cheeka Peak"
"UW","OCP","ENN","","48.297874","-124.625161","487",,"Olympics - Cheeka Peak"
"UW","OCP","ENZ","","48.297874","-124.625161","487",,"Olympics - Cheeka Peak"
"UW","OCP","EHZ","","48.297874","-124.625161","487",,"Olympics - Cheeka Peak"
"UW","HBO","EHZ","","43.84463","-122.31817","1648",,"Huckleberry Mt., Oregon"
"UW","FISH","ENE","","45.9306","-123.5591","324.6",,"Seaside, OR, USA"
"UW","FISH","ENN","","45.9306","-123.5591","324.6",,"Seaside, OR, USA"
"UW","FISH","ENZ","","45.9306","-123.5591","324.6",,"Seaside, OR, USA"
"UW","FISH","HHE","","45.9306","-123.5591","324.6",,"Seaside, OR, USA"
"UW","FISH","HHN","","45.9306","-123.5591","324.6",,"Seaside, OR, USA"
"UW","FISH","HHZ","","45.9306","-123.5591","324.6",,"Seaside, OR, USA"
"UW","KENT","ENE","","45.2357","-120.6351","780",,"Carlson Farm, Grass Valley, OR, USA"
"UW","KENT","ENN","","45.2357","-120.6351","780",,"Carlson Farm, Grass Valley, OR, USA"
"UW","KENT","ENZ","","45.2357","-120.6351","780",,"Carlson Farm, Grass Valley, OR, USA"
"UW","KENT","HHE","","45.2357","-120.6351","780",,"Carlson Farm, Grass Valley, OR, USA"
"UW","KENT","HHN","","45.2357","-120.6351","780",,"Carlson Farm, Grass Valley, OR, USA"
"UW","KENT","HHZ","","45.2357","-120.6351","780",,"Carlson Farm, Grass Valley, OR, USA"
"UO","DRAN","ENZ","","43.69716","-123.34871","140.6",,"Drain, OR, USA"
"UO","DRAN","HHE","","43.69716","-123.34871","140.6",,"Drain, OR, USA"
"UO","DRAN","HHN","","43.69716","-123.34871","140.6",,"Drain, OR, USA"
"UO","DRAN","HHZ","","43.69716","-123.34871","140.6",,"Drain, OR, USA"
"UO","MINN","ENE","","45.21154","-123.26414","222",,"McMinnville, OR, USA"
"UO","MINN","ENN","","45.21154","-123.26414","222",,"McMinnville, OR, USA"
"UO","MINN","ENZ","","45.21154","-123.26414","222",,"McMinnville, OR, USA"
"UO","MINN","HHE","","45.21154","-123.26414","222",,"McMinnville, OR, USA"
"UO","MINN","HHN","","45.21154","-123.26414","222",,"McMinnville, OR, USA"
"UO","MINN","HHZ","","45.21154","-123.26414","222",,"McMinnville, OR, USA"
"UO","DFAZ","ENE","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","ENN","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","ENZ","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","HHE","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","HHN","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","HHZ","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DRAN","ENE","","43.69716","-123.34871","140.6",,"Drain, OR, USA"
"UO","DRAN","ENN","","43.69716","-123.34871","140.6",,"Drain, OR, USA"
"UO","DFAZ","LCE","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LCQ","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VCO","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VEA","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VEC","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VEP","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VKI","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VM1","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VM2","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","VM3","","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","BDF","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LCE","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LCO","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LDF","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LDM","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LEP","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LIM","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","DFAZ","LKM","EP","43.24055","-122.10925","1948",,"Toketee, OR, USA"
"UO","BUCK","BHE","","44.19731","-122.98619","964",,"Buck Mountain, OR"
"UO","BUCK","BHN","","44.19731","-122.98619","964",,"Buck Mountain, OR"
"UO","BUCK","BHZ","","44.19731","-122.98619","964",,"Buck Mountain, OR"
"UO","BUCK","ENE","","44.19731","-122.98619","964",,"Buck Mountain, OR"
"UO","BUCK","ENN","","44.19731","-122.98619","964",,"Buck Mountain, OR"
"UO","BUCK","ENZ","","44.19731","-122.98619","964",,"Buck Mountain, OR"
"UW","LKVW","EHZ","","42.22568","-120.35699","1547",,"Lakeview, OR"
"UW","LKVW","ENE","","42.22568","-120.35699","1547",,"Lakeview, OR"
"UW","LKVW","ENN","","42.22568","-120.35699","1547",,"Lakeview, OR"
"UW","LKVW","ENZ","","42.22568","-120.35699","1547",,"Lakeview, OR"
"PB","P403","EHZ","","48.06236","-124.14086","314",,"floequarybwa2005, FloeQuarry, WA, USA"
"PB","P403","EH1","","48.06236","-124.14086","314",,"floequarybwa2005, FloeQuarry, WA, USA"
"PB","P403","EH2","","48.06236","-124.14086","314",,"floequarybwa2005, FloeQuarry, WA, USA"
"PB","B001","EH1","","48.04307","-123.13141","237",,"golbeck01bwa2005, Sequim, WA, USA"
"PB","B001","EH2","","48.04307","-123.13141","237",,"golbeck01bwa2005, Sequim, WA, USA"
"PB","B001","EHZ","","48.04307","-123.13141","237",,"golbeck01bwa2005, Sequim, WA, USA"
"PB","B003","EH1","","48.06236","-124.14086","284.7",,"floequarybwa2005, FloeQuarry, WA, USA"
"PB","B003","EH2","","48.06236","-124.14086","284.7",,"floequarybwa2005, FloeQuarry, WA, USA"
"PB","B003","EHZ","","48.06236","-124.14086","284.7",,"floequarybwa2005, FloeQuarry, WA, USA"
"PB","B004","EH1","","48.201925","-124.427006","30",,"hokofallsbwa2005, Sekiu, WA, USA"
"PB","B004","EH2","","48.201925","-124.427006","30",,"hokofallsbwa2005, Sekiu, WA, USA"
"PB","B004","EHZ","","48.201925","-124.427006","30",,"hokofallsbwa2005, Sekiu, WA, USA"
"PB","B005","EH1","","48.059549","-123.503278","302.7",,"shoresnw1bwa2005, Port Angeles, WA, USA"
"PB","B005","EH2","","48.059549","-123.503278","302.7",,"shoresnw1bwa2005, Port Angeles, WA, USA"
"PB","B005","EHZ","","48.059549","-123.503278","302.7",,"shoresnw1bwa2005, Port Angeles, WA, USA"
"PB","B006","EH1","","48.0588","-123.5008","302",,"shoresne2bwa2005, Port Angeles, WA, USA"
"PB","B006","EH2","","48.0588","-123.5008","302",,"shoresne2bwa2005, Port Angeles, WA, USA"
"PB","B006","EHZ","","48.0588","-123.5008","302",,"shoresne2bwa2005, Port Angeles, WA, USA"
"PB","B007","EH1","","48.057577","-123.504113","293",,"shoresso3bwa2005, Shores, WA, USA"
"PB","B007","EH2","","48.057577","-123.504113","293",,"shoresso3bwa2005, Shores, WA, USA"
"PB","B007","EHZ","","48.057577","-123.504113","293",,"shoresso3bwa2005, Shores, WA, USA"
"PB","B011","EH1","","48.649543","-123.448192","22",,"pacgeosi3bbc2005, Sidney, BC, CA"
"PB","B011","EH2","","48.649543","-123.448192","22",,"pacgeosi3bbc2005, Sidney, BC, CA"
"PB","B011","EHZ","","48.649543","-123.448192","22",,"pacgeosi3bbc2005, Sidney, BC, CA"
"PB","B012","EH1","","48.924627","-125.54198","13",,"ucluelet1bbc2005, Ucluelet, BC, CA"
"PB","B012","EH2","","48.924627","-125.54198","13",,"ucluelet1bbc2005, Ucluelet, BC, CA"
"PB","B012","EHZ","","48.924627","-125.54198","13",,"ucluelet1bbc2005, Ucluelet, BC, CA"
"PB","B013","EH1","","47.813","-122.9108","75.3",,"pnycrk013bwa2007, Quilcene, WA, USA"
"PB","B013","EH2","","47.813","-122.9108","75.3",,"pnycrk013bwa2007, Quilcene, WA, USA"
"PB","B013","EHZ","","47.813","-122.9108","75.3",,"pnycrk013bwa2007, Quilcene, WA, USA"
"UW","ELL","EHZ","","46.90951","-120.56751","789",,"Ellensburg previous ISC code: EBG"
"CC","PANH","BHE","","46.859","-121.64261","2109",,"Panhandle Gap, Mt. Rainier, WA"
"CC","PANH","BHN","","46.859","-121.64261","2109",,"Panhandle Gap, Mt. Rainier, WA"
"CC","PANH","BHZ","","46.859","-121.64261","2109",,"Panhandle Gap, Mt. Rainier, WA"
"UW","BEAV","HNN","","45.5274","-122.8428","58",,"Beaverton, OR, USA"
"UW","BEAV","HNZ","","45.5274","-122.8428","58",,"Beaverton, OR, USA"
"UW","BEAV","HNE","","45.5274","-122.8428","58",,"Beaverton, OR, USA"
"UW","CBS","EHZ","","47.80469","-120.04285","1067",,"Chelan Butte, South previous ISC code: CBSW"
"UO","PINE","BHE","","43.79211","-120.94066","1916",,"Pine Mountain Observatory, OR"
"UO","PINE","BHN","","43.79211","-120.94066","1916",,"Pine Mountain Observatory, OR"
"UO","PINE","BHZ","","43.79211","-120.94066","1916",,"Pine Mountain Observatory, OR"
"UO","PINE","ENE","","43.79211","-120.94066","1916",,"Pine Mountain Observatory, OR"
"UO","PINE","ENN","","43.79211","-120.94066","1916",,"Pine Mountain Observatory, OR"
"UO","PINE","ENZ","","43.79211","-120.94066","1916",,"Pine Mountain Observatory, OR"
"UW","IRON","ENE","","43.358","-118.4743","1229",,"Circle Bar Ranch, Crane, OR, USA"
"UW","IRON","ENN","","43.358","-118.4743","1229",,"Circle Bar Ranch, Crane, OR, USA"
"UW","IRON","ENZ","","43.358","-118.4743","1229",,"Circle Bar Ranch, Crane, OR, USA"
"UW","IRON","HHE","","43.358","-118.4743","1229",,"Circle Bar Ranch, Crane, OR, USA"
"UW","IRON","HHN","","43.358","-118.4743","1229",,"Circle Bar Ranch, Crane, OR, USA"
"UW","IRON","HHZ","","43.358","-118.4743","1229",,"Circle Bar Ranch, Crane, OR, USA"
"UW","RRHS","EHZ","","46.799236","-123.041968","50",,"Rochester HS ANSS-SMO"
"UW","RVC","EHZ","","46.94408","-121.97419","1000",,"Mt. Rainier - Voight Creek"
"UW","MPO","ENE","","44.50428","-123.553","1223",,"Marys Peak, Oregon previous ISC code: MPOR"
"UW","MPO","ENN","","44.50428","-123.553","1223",,"Marys Peak, Oregon previous ISC code: MPOR"
"UW","MPO","ENZ","","44.50428","-123.553","1223",,"Marys Peak, Oregon previous ISC code: MPOR"
"UW","MPO","EHZ","","44.50428","-123.553","1223",,"Marys Peak, Oregon previous ISC code: MPOR"
"BK","GASB","BHE","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","BHN","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","BHZ","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","HHE","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","HHN","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","HHZ","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","HNE","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"BK","GASB","HNN","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"UW","AUG","EHZ","","45.73595","-121.68174","865",,"Augspurger Mtn previous ISC code: APM"
"BK","GASB","HNZ","00","39.65471","-122.71595","1354.8",,"Alder Springs, CA, USA"
"UW","OMAK","BHE","","48.3584","-119.3332","696",,"Colville Reservation, Omak, WA, USA"
"UW","OMAK","BHN","","48.3584","-119.3332","696",,"Colville Reservation, Omak, WA, USA"
"UW","OMAK","BHZ","","48.3584","-119.3332","696",,"Colville Reservation, Omak, WA, USA"
"BK","HUMO","BHE","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"BK","HUMO","BHN","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"UW","FHE","EHE","","46.95178","-119.49809","455",,"Frenchman Hills East"
"UW","FHE","EHN","","46.95178","-119.49809","455",,"Frenchman Hills East"
"UW","FHE","EHZ","","46.95178","-119.49809","455",,"Frenchman Hills East"
"BK","HUMO","BHZ","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"BK","HUMO","HHE","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"BK","HUMO","HHZ","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"BK","HUMO","HNE","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"BK","HUMO","HNN","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"BK","HUMO","HNZ","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"UW","EVCC","ENE","","48.0075","-122.20425","30.549866",,"Everett College ANSS-SMO"
"UW","EVCC","ENN","","48.0075","-122.20425","30.549866",,"Everett College ANSS-SMO"
"UW","EVCC","ENZ","","48.0075","-122.20425","30.549866",,"Everett College ANSS-SMO"
"BK","HUMO","HHN","00","42.6071","-122.95669","554.9",,"Hull Mountain, OR, USA"
"UW","KITP","ENE","","47.675201","-122.629745","49",,"Kitsap Treatment Plant ANSS-SMO"
"UW","KITP","ENN","","47.675201","-122.629745","49",,"Kitsap Treatment Plant ANSS-SMO"
"UW","KITP","ENZ","","47.675201","-122.629745","49",,"Kitsap Treatment Plant ANSS-SMO"
"UW","PNLK","HNE","","47.58162","-122.03483","128",,"Pine Lake JH ANSS-SMO"
"UW","PNLK","HNN","","47.58162","-122.03483","128",,"Pine Lake JH ANSS-SMO"
"UW","PNLK","HNZ","","47.58162","-122.03483","128",,"Pine Lake JH ANSS-SMO"
"UW","RRHS","ENE","","46.799236","-123.041968","50",,"Rochester HS ANSS-SMO"
"UW","RRHS","ENN","","46.799236","-123.041968","50",,"Rochester HS ANSS-SMO"
"UW","RRHS","ENZ","","46.799236","-123.041968","50",,"Rochester HS ANSS-SMO"
"UW","JORV","EHZ","","42.97768","-117.05332","1357",,"OR Jorden Valley SMO"
"UW","JORV","ENE","","42.97768","-117.05332","1357",,"OR Jorden Valley SMO"
"UW","JORV","ENN","","42.97768","-117.05332","1357",,"OR Jorden Valley SMO"
"UW","JORV","ENZ","","42.97768","-117.05332","1357",,"OR Jorden Valley SMO"
"CC","SEP","EHE","","46.19978","-122.19086","2114",,"September lobe, Mt. St. Helens (Dome sta)"
"CC","SEP","EHN","","46.19978","-122.19086","2114",,"September lobe, Mt. St. Helens (Dome sta)"
"CC","SEP","EHZ","","46.19978","-122.19086","2114",,"September lobe, Mt. St. Helens (Dome sta)"
"UW","MCW","EHZ","","48.679","-122.8326","693",,"Mt. Constitution"
"UW","MCW","EHZ","01","48.679","-122.8326","693",,"Mt. Constitution"
"UW","QLIN","HNE","","47.6925","-122.34846","103",,"N. 88th St., Seattle, WA"
"UW","QLIN","HNN","","47.6925","-122.34846","103",,"N. 88th St., Seattle, WA"
